2025-03-02 13:13:33.7603 | Info | Starting application... | 
2025-03-02 13:13:46.1514 | Info | Now listening on: https://localhost:7155 | 
2025-03-02 13:13:46.2018 | Info | Now listening on: http://localhost:5076 | 
2025-03-02 13:13:46.4191 | Info | Application started. Press Ctrl+C to shut down. | 
2025-03-02 13:13:46.4191 | Info | Hosting environment: Development | 
2025-03-02 13:13:46.4191 | Info | Content root path: C:\Users\HP\Documents\Self\helloAppApi\HelloApp\ | 
2025-03-02 13:13:47.7920 | Info | Request starting HTTP/2 GET https://localhost:7155/Swagger/index.html - - | 
2025-03-02 13:13:49.6686 | Info | Request finished HTTP/2 GET https://localhost:7155/Swagger/index.html - - - 200 - text/html;charset=utf-8 1892.6136ms | 
2025-03-02 13:13:49.6812 | Info | Request starting HTTP/2 GET https://localhost:7155/_framework/aspnetcore-browser-refresh.js - - | 
2025-03-02 13:13:49.6812 | Info | Request starting HTTP/2 GET https://localhost:7155/Swagger/index.js - - | 
2025-03-02 13:13:49.7628 | Info | Request finished HTTP/2 GET https://localhost:7155/Swagger/index.js - - - 200 - application/javascript;charset=utf-8 81.0699ms | 
2025-03-02 13:13:49.7969 | Info | Request starting HTTP/2 GET https://localhost:7155/_vs/browserLink - - | 
2025-03-02 13:13:49.8123 | Info | Request finished HTTP/2 GET https://localhost:7155/_framework/aspnetcore-browser-refresh.js - - - 200 11974 application/javascript;+charset=utf-8 131.1217ms | 
2025-03-02 13:13:50.1497 | Info | Request finished HTTP/2 GET https://localhost:7155/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 352.7239ms | 
2025-03-02 13:13:50.7449 | Info | Request starting HTTP/2 GET https://localhost:7155/Swagger/v1/swagger.json - - | 
2025-03-02 13:13:50.7964 | Info | Request finished HTTP/2 GET https://localhost:7155/Swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 51.5018ms | 
2025-03-02 13:13:57.3301 | Info | Request starting HTTP/2 POST https://localhost:7155/HelloApp application/json 50 | 
2025-03-02 13:13:57.3652 | Info | Executing endpoint 'HelloApp.Controllers.HelloAppController.LoginUser (HelloApp)' | 
2025-03-02 13:13:57.4903 | Info | Route matched with {action = "LoginUser", controller = "HelloApp"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult LoginUser(ModelLayer.DTO.LoginDTO) on controller HelloApp.Controllers.HelloAppController (HelloApp). | 
2025-03-02 13:13:57.6334 | Info | Login attempt for user: string | 
2025-03-02 13:13:57.6478 | Warn | Login failed for user: string | 
2025-03-02 13:13:57.6478 | Warn | Login failed for user: root | 
2025-03-02 13:13:57.7448 | Info | Executing NotFoundObjectResult, writing value of type 'ModelLayer.DTO.ResponseModel`1[[System.String, System.Private.CoreLib, Version=6.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'. | 
2025-03-02 13:13:57.7783 | Info | Executed action HelloApp.Controllers.HelloAppController.LoginUser (HelloApp) in 267.8504ms | 
2025-03-02 13:13:57.7783 | Info | Executed endpoint 'HelloApp.Controllers.HelloAppController.LoginUser (HelloApp)' | 
2025-03-02 13:13:57.7783 | Info | Request finished HTTP/2 POST https://localhost:7155/HelloApp application/json 50 - 404 - application/json;+charset=utf-8 453.3810ms | 
2025-03-02 23:23:43.7934 | Info | Starting application... | 
2025-03-02 23:23:44.7458 | Info | Now listening on: https://localhost:7155 | 
2025-03-02 23:23:44.7458 | Info | Now listening on: http://localhost:5076 | 
2025-03-02 23:23:44.8529 | Info | Application started. Press Ctrl+C to shut down. | 
2025-03-02 23:23:44.8529 | Info | Hosting environment: Development | 
2025-03-02 23:23:44.8659 | Info | Content root path: M:\helloApp\helloAppApi\HelloApp\ | 
2025-03-02 23:23:46.9153 | Info | Request starting HTTP/2 GET https://localhost:7155/Swagger - - | 
2025-03-02 23:23:47.7455 | Info | Request finished HTTP/2 GET https://localhost:7155/Swagger - - - 301 0 - 1079.1681ms | 
2025-03-02 23:23:47.7663 | Info | Request starting HTTP/2 GET https://localhost:7155/Swagger/index.html - - | 
2025-03-02 23:23:47.8496 | Info | Request finished HTTP/2 GET https://localhost:7155/Swagger/index.html - - - 200 - text/html;charset=utf-8 82.6167ms | 
2025-03-02 23:23:47.8783 | Info | Request starting HTTP/2 GET https://localhost:7155/Swagger/swagger-ui.css - - | 
2025-03-02 23:23:47.9087 | Info | Request starting HTTP/2 GET https://localhost:7155/Swagger/index.css - - | 
